data_layer,数据获取方,来源编号,date,日均气温_℃,日最高气温_℃,日最低气温_℃,日最高体感温度_℃,日均体感温度_℃,日均相对湿度_pct,日均露点_℃,日均云量_pct,日均风速_kmh,日最大风速_kmh,日降水量_mm,全日降水小时数_h,日最低能见度_m,日均能见度_m,雾时数_h,轻雾时数_h,日均PM25_ugm3,日均PM10_ugm3,白天降水量_mm,白天降水小时数_h,白天均能见度_m,白天雾时数_h,海表温度_均值_℃,海表温度_最高_℃,最大浪高_m,source_label
L0,脚本抓取,L0-B1d,2021-04-28,14.08,20.8,7.9,16.4,9.6,36.0,-1.79,5.0,16.78,31.9,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-04-29,12.02,16.1,7.4,13.7,9.3,62.1,4.76,66.8,10.78,24.6,0.1,0,15700.0,23654.0,0.0,0.0,,,0.1,0,23080.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-04-30,9.72,13.8,3.6,8.7,5.83,63.4,2.45,60.3,15.18,24.7,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-01,10.75,16.3,5.9,11.7,7.1,55.0,0.75,40.2,12.39,23.1,0.2,1,9340.0,23523.0,0.0,1.0,,,0.2,1,22795.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-02,12.49,16.6,8.0,13.1,7.96,41.4,-0.57,14.7,18.14,29.1,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-03,12.92,17.2,10.6,11.9,8.39,64.7,6.11,47.6,25.89,39.0,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-04,13.4,17.1,10.6,15.5,11.32,70.0,7.37,48.8,11.99,17.4,0.5,2,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-05,17.05,24.4,10.4,18.4,11.59,27.8,-2.97,0.2,22.45,32.5,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-06,16.36,20.8,11.6,15.9,12.69,52.6,6.4,14.1,20.85,34.9,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-07,17.51,24.7,10.1,19.6,12.45,32.3,-1.1,32.8,21.22,31.7,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-08,17.7,23.7,10.6,20.7,13.4,33.2,-0.81,34.2,17.2,27.5,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-09,15.0,19.4,10.2,16.0,12.17,40.8,1.26,55.1,8.3,17.8,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-10,13.55,16.0,10.4,14.8,12.04,67.0,7.44,67.7,7.8,16.6,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-11,13.77,18.0,9.0,16.8,12.42,69.5,7.74,57.6,7.2,12.7,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-12,14.76,19.7,9.5,18.4,13.72,69.4,8.76,24.6,6.68,14.5,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-13,15.17,18.0,12.1,18.3,15.1,85.7,12.71,58.8,7.45,14.5,0.2,1,22840.0,23149.0,0.0,0.0,,,0.2,1,22984.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-14,16.14,19.1,13.6,19.5,16.31,81.5,12.78,65.8,6.28,14.0,0.4,1,22860.0,23525.0,0.0,0.0,,,0.0,0,23156.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-15,17.18,19.6,14.9,17.0,13.16,51.2,4.43,98.8,21.36,37.4,1.9,4,17300.0,23836.0,0.0,0.0,,,0.7,1,24111.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-16,19.08,24.0,14.8,19.8,15.17,31.0,0.47,94.2,13.44,24.4,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-17,20.87,27.9,12.9,24.9,17.4,36.3,4.65,41.1,17.14,32.4,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-18,21.63,26.2,17.0,24.3,18.74,44.6,8.85,22.0,19.75,27.7,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-19,20.65,25.7,17.1,24.2,18.47,58.7,12.08,47.9,21.2,31.3,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-20,17.78,20.9,14.6,20.1,16.38,76.3,13.51,94.1,17.66,36.8,0.0,0,23280.0,24104.0,0.0,0.0,,,0.0,0,24062.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-21,21.38,28.0,17.8,26.8,19.94,66.0,14.4,43.4,21.41,29.8,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-22,20.11,23.9,17.0,23.7,19.84,74.5,15.32,36.8,15.46,29.7,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-23,17.45,19.9,12.6,20.1,15.68,65.0,10.42,54.4,14.27,27.2,2.2,3,7700.0,23101.0,0.0,1.0,,,1.0,2,21945.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-24,18.38,24.0,11.9,19.7,14.77,38.0,1.55,57.4,15.03,25.3,0.0,0,20380.0,23983.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-25,17.55,22.9,14.0,17.9,13.1,34.2,0.31,23.8,18.33,34.9,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-26,17.65,22.6,13.5,20.4,14.76,55.9,8.53,54.1,18.73,25.6,0.5,1,24140.0,24140.0,0.0,0.0,,,0.5,1,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-27,16.5,22.8,12.7,20.4,15.3,73.8,11.34,52.3,11.52,25.1,0.9,2,24140.0,24140.0,0.0,0.0,,,0.9,2,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-28,20.12,26.6,12.3,23.8,17.22,44.9,5.7,50.4,14.79,25.2,0.1,0,19720.0,23956.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-29,16.85,20.0,14.1,19.3,15.18,59.7,8.59,45.2,10.87,17.2,0.5,2,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-30,15.16,19.2,10.4,18.9,14.42,73.6,10.29,35.2,7.27,15.3,1.3,2,24140.0,24140.0,0.0,0.0,,,1.3,2,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-05-31,15.89,19.0,11.7,19.3,15.72,82.3,12.73,75.5,7.79,13.1,10.0,5,7080.0,22890.0,0.0,1.0,,,3.6,2,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-01,17.43,22.7,14.0,24.7,18.22,83.6,14.38,47.2,6.67,17.3,0.0,0,23740.0,24123.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-02,17.52,19.5,15.3,21.1,18.64,94.8,16.65,97.1,8.42,15.5,6.1,6,1880.0,20953.0,0.0,3.0,,,5.2,4,17498.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-03,19.82,25.2,12.6,24.0,17.73,50.7,7.63,46.7,12.53,20.8,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-04,19.15,24.4,14.9,24.4,17.28,52.7,8.67,9.8,12.74,19.1,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-05,23.59,29.9,17.1,27.1,21.1,37.0,7.38,11.4,14.48,23.1,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-06,20.85,25.7,15.2,25.0,19.74,56.5,11.69,36.0,13.02,26.8,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-07,18.98,20.8,17.2,20.2,18.58,76.8,14.71,80.6,13.76,22.2,3.9,7,24140.0,24140.0,0.0,0.0,,,0.9,3,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-08,18.86,21.1,17.1,22.1,19.25,84.2,16.08,88.3,12.74,18.9,0.8,2,24140.0,24140.0,0.0,0.0,,,0.1,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-09,18.8,20.7,16.9,22.0,19.7,87.5,16.64,81.2,10.57,15.6,1.7,3,4040.0,21310.0,0.0,2.0,,,0.0,0,23369.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-10,20.16,24.9,17.5,26.7,21.5,84.2,17.24,78.6,8.97,19.8,6.5,4,10220.0,21698.0,0.0,0.0,,,0.2,1,22433.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-11,22.59,27.1,16.3,28.5,23.48,75.0,17.59,61.9,14.63,25.3,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-12,21.37,23.6,18.5,25.2,22.71,77.1,17.11,48.1,9.87,17.3,0.0,0,23500.0,24113.0,0.0,0.0,,,0.0,0,24082.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-13,20.65,23.4,17.7,26.4,22.87,85.6,18.1,73.7,6.55,13.3,2.2,1,4540.0,21832.0,0.0,2.0,,,0.0,0,23049.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-14,20.27,22.1,18.6,24.0,22.15,87.3,18.05,92.9,7.5,11.2,6.3,3,5440.0,20211.0,0.0,3.0,,,0.5,1,22747.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-15,19.92,21.8,17.8,23.9,21.67,84.2,17.13,68.9,7.37,12.7,0.1,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-16,19.91,23.1,17.3,24.2,21.32,83.8,16.96,95.6,8.14,13.7,2.3,4,8820.0,22992.0,0.0,1.0,,,0.2,1,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-17,20.91,24.6,18.8,28.2,23.02,87.1,18.6,53.5,8.78,15.7,13.6,8,4340.0,20202.0,0.0,2.0,,,0.1,0,23807.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-18,23.65,29.5,16.2,27.5,22.54,50.0,11.31,26.0,12.91,22.0,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-19,25.66,33.8,17.2,29.9,23.03,34.4,7.21,4.7,15.65,31.3,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-20,22.85,27.0,16.7,26.1,21.65,53.1,12.53,35.0,15.52,33.2,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-21,22.77,26.0,18.6,24.8,21.97,60.6,14.48,24.2,17.12,27.0,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-22,22.55,27.0,18.7,26.4,22.25,58.6,13.7,6.2,11.9,24.5,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-23,22.56,26.2,16.9,26.1,22.11,58.6,13.64,71.0,11.56,22.7,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-24,22.25,25.0,19.0,26.3,23.62,74.5,17.3,95.0,9.51,14.8,0.0,0,19620.0,23634.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-25,20.7,21.6,19.8,24.5,22.83,92.0,19.34,88.8,9.87,20.6,21.7,16,1060.0,19272.0,0.0,5.0,,,12.6,8,13520.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-26,22.03,24.2,19.5,26.3,24.4,87.9,19.91,87.7,10.17,18.1,11.5,13,9780.0,22745.0,0.0,1.0,,,3.1,7,24064.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-27,22.12,24.8,19.9,27.5,25.24,88.4,20.03,43.4,6.4,17.5,2.4,6,22880.0,23960.0,0.0,0.0,,,0.2,0,23747.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-28,22.04,24.8,19.4,28.1,25.18,89.1,20.09,54.5,5.93,13.5,0.1,0,7040.0,21679.0,0.0,1.0,,,0.0,0,22556.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-29,21.8,23.7,19.7,27.2,24.95,90.1,20.07,94.4,6.23,10.9,0.7,2,3360.0,22408.0,0.0,2.0,,,0.0,0,23567.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-06-30,22.59,25.1,20.5,27.9,25.62,90.1,20.84,64.8,9.22,18.2,0.0,0,8860.0,23377.0,0.0,1.0,,,0.0,0,22475.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-01,22.74,25.4,20.0,29.6,26.26,88.3,20.6,90.9,6.4,12.1,0.3,1,10680.0,23579.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-02,23.3,26.3,20.4,30.5,26.49,84.1,20.35,74.3,8.05,18.1,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-03,21.56,22.5,20.5,24.9,23.58,90.5,19.93,94.6,12.68,19.8,7.3,10,4940.0,20737.0,0.0,2.0,,,5.7,6,19933.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-04,21.88,24.3,19.4,26.2,24.07,89.5,20.01,44.5,11.85,22.6,2.8,6,10980.0,23487.0,0.0,0.0,,,2.7,6,22944.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-05,23.15,26.4,19.1,31.2,26.85,88.5,21.04,54.9,6.64,12.4,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-06,23.28,25.3,21.2,28.4,26.95,90.1,21.52,61.8,7.09,13.4,0.3,0,11500.0,23339.0,0.0,0.0,,,0.3,0,22538.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-07,24.36,28.0,20.4,32.5,28.17,87.0,21.95,77.8,8.73,17.7,0.0,0,10520.0,23026.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-08,25.14,28.6,23.1,33.3,29.3,87.7,22.86,70.3,9.65,15.0,5.6,4,6400.0,21392.0,0.0,4.0,,,5.6,4,22378.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-09,23.97,26.5,21.7,30.9,27.69,87.5,21.7,69.9,8.36,15.0,2.6,1,18000.0,23878.0,0.0,0.0,,,0.0,0,23582.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-10,24.76,27.1,22.2,31.9,29.09,88.3,22.61,41.7,8.1,20.2,0.0,0,8040.0,23392.0,0.0,1.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-11,25.58,28.4,23.1,33.9,30.52,87.5,23.3,64.2,6.92,16.7,0.2,1,6400.0,22568.0,0.0,1.0,,,0.0,0,21993.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-12,24.44,25.1,24.0,29.2,27.03,92.4,23.14,99.8,20.84,31.6,61.9,16,580.0,11260.0,1.0,12.0,,,34.3,11,10224.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-13,25.47,26.7,23.8,30.4,28.37,92.4,24.12,95.0,22.84,35.7,54.0,23,340.0,5909.0,11.0,19.0,,,6.1,10,11793.0,3.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-14,25.2,27.2,23.4,32.5,29.37,90.0,23.43,88.1,11.26,19.5,23.3,12,200.0,11784.0,5.0,12.0,,,0.9,3,14204.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-15,24.41,25.5,23.4,30.1,28.86,93.0,23.19,91.8,8.25,12.8,4.8,10,24140.0,24140.0,0.0,0.0,,,4.4,9,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-16,24.64,25.9,23.5,29.8,28.6,92.3,23.28,70.7,12.35,19.9,3.5,7,10540.0,22828.0,0.0,0.0,,,1.6,2,22085.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-17,24.5,25.7,23.1,29.5,28.64,90.1,22.74,56.6,8.81,14.0,2.0,3,23080.0,24063.0,0.0,0.0,,,0.0,0,24080.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-18,24.26,26.1,22.2,31.8,28.9,91.8,22.8,51.2,6.96,11.8,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-19,24.16,25.9,21.6,31.2,28.83,90.8,22.5,73.9,5.27,10.9,0.0,0,19100.0,23930.0,0.0,0.0,,,0.0,0,23682.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-20,24.48,26.2,21.8,31.9,29.26,92.1,23.05,78.4,6.6,11.9,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-21,25.22,27.2,23.4,32.2,30.4,91.9,23.76,94.4,5.6,10.9,0.8,1,3980.0,22462.0,0.0,2.0,,,0.2,0,20584.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-22,24.9,26.7,22.9,31.7,29.97,92.0,23.48,99.7,5.18,10.0,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-23,24.84,27.1,22.5,31.5,29.61,91.2,23.25,82.0,6.32,11.3,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-24,26.02,28.5,23.0,34.2,30.93,87.9,23.74,43.8,9.08,14.9,0.0,0,23660.0,24120.0,0.0,0.0,,,0.0,0,24096.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-25,26.45,29.0,23.1,34.8,31.49,85.3,23.68,51.5,7.97,14.5,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-26,26.67,28.8,23.4,33.8,31.48,85.6,23.98,56.5,10.62,19.7,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-27,25.59,27.1,23.8,32.6,30.55,86.6,23.13,88.0,4.68,11.0,9.5,10,2840.0,20263.0,0.0,4.0,,,8.2,7,15682.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-28,25.92,29.0,22.6,33.8,30.13,81.6,22.36,92.2,7.2,11.2,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-29,25.54,27.5,24.5,30.6,28.78,85.8,22.95,100.0,15.62,28.8,22.0,16,2760.0,20548.0,0.0,4.0,,,8.3,10,22011.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-30,24.78,26.6,23.4,31.4,27.94,90.4,23.1,88.3,16.8,30.9,28.0,19,2620.0,17222.0,0.0,5.0,,,5.2,6,22504.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-07-31,25.63,28.9,23.4,35.0,29.9,85.6,23.01,56.5,10.12,17.7,9.2,10,2040.0,17004.0,0.0,7.0,,,1.7,2,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-01,24.85,26.9,23.3,31.3,28.96,84.7,22.01,63.3,6.75,17.2,23.1,7,8500.0,22970.0,0.0,1.0,,,0.7,0,22027.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-02,24.2,26.9,22.1,30.1,26.6,79.5,20.34,35.5,12.07,18.0,3.8,6,9640.0,23136.0,0.0,1.0,,,3.5,5,23360.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-03,23.73,26.1,21.0,30.0,26.6,81.0,20.23,21.7,8.88,14.0,0.1,0,18180.0,23892.0,0.0,0.0,,,0.1,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-04,24.48,26.0,22.2,30.5,28.52,88.1,22.3,79.7,7.57,12.1,0.7,2,15400.0,23512.0,0.0,0.0,,,0.7,2,23271.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-05,24.5,26.6,23.0,30.9,28.49,91.2,22.96,81.1,10.4,22.9,8.1,8,8220.0,22800.0,0.0,2.0,,,6.0,6,21351.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-06,25.48,29.6,21.7,33.7,29.42,84.2,22.43,33.6,10.49,21.4,0.0,0,9000.0,22928.0,0.0,1.0,,,0.0,0,22764.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-07,24.55,26.9,21.8,32.8,29.08,90.0,22.77,50.2,7.23,12.0,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-08,24.44,26.9,21.4,33.2,29.22,90.6,22.75,52.2,5.75,9.2,0.0,0,8980.0,23326.0,0.0,1.0,,,0.0,0,22762.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-09,25.02,27.4,23.2,33.0,30.25,90.1,23.21,79.0,3.12,7.1,3.1,5,9420.0,22210.0,0.0,2.0,,,2.9,5,23611.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-10,23.44,26.2,20.8,31.1,27.3,89.2,21.5,28.0,6.2,11.8,0.6,1,24140.0,24140.0,0.0,0.0,,,0.6,1,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-11,23.78,26.6,21.1,29.4,26.33,81.2,20.25,62.0,11.3,17.9,4.7,3,24140.0,24140.0,0.0,0.0,,,0.1,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-12,22.72,24.8,20.6,26.9,24.47,75.6,18.08,57.7,9.57,14.3,0.0,0,13140.0,23682.0,0.0,0.0,,,0.0,0,23140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-13,22.78,25.2,20.3,27.4,25.2,81.4,19.3,49.2,8.65,14.4,0.5,2,18920.0,23708.0,0.0,0.0,,,0.5,2,23198.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-14,22.97,26.7,20.0,27.6,24.52,73.9,17.89,59.8,10.03,18.2,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-15,23.01,26.3,19.0,29.4,25.85,81.7,19.52,65.2,6.96,13.0,0.0,0,24140.0,24140.0,0.0,0.0,,,0.0,0,24140.0,0.0,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2021-08-16,23.2,25.9,21.1,29.7,26.25,82.0,19.83,82.1,6.43,11.2,0.9,3,24140.0,24140.0,0.0,0.0,,,0.6,2,24140.0,0.0,,,,friend_archive_open_meteo_era5
